地名,センター,燃やせるごみ・スプレー缶,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
東区 中沼西○条○丁目,札幌センター1,月 木,20180907 20181005 20181102 20181130 20190524 20190621 20190719 20190816 20190913,20180921 20181019 20181116 20181214 20190118 20190215 20190315 20190412 20190510 20190607 20190705 20190802 20190830 20190927,火,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,水
東区 北5条～33条の東1丁目～7丁目,札幌センター1,火 金,20180903 20181001 20181029 20181126 20190513 20190610 20190708 20190805 20190902,20180917 20181015 20181112 20181210 20190107 20190204 20190304 20190401 20190429 20190527 20190624 20190722 20190819 20190916,水,20180910 20180924 20181008 20181022 20181105 20181119 20181203 20181217 20181231 20190114 20190128 20190211 20190225 20190311 20190325 20190408 20190422 20190506 20190520 20190603 20190617 20190701 20190715 20190729 20190812 20190826 20190909 20190923,木
東区 北15条～33条の東8丁目～15丁目,札幌センター1,火 金,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
東区 北4条～14条の東8丁目～20丁目,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
東区 北15条～33条の東16丁目～23丁目,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
東区 苗穂町○丁目,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
東区 本町○条○丁目,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
北区 北6条～31条の西○丁目,札幌センター1,月 木,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,火,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,金
北区 北32条西2丁目～12丁目,札幌センター1,月 木,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,火,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,金
北区 北33条西2丁目～8丁目,札幌センター1,月 木,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,火,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,金
北区 新川○条○丁目、○番地,札幌センター1,月 木,20180904 20181002 20181030 20181127 20190521 20190618 20190716 20190813 20190910,20180918 20181016 20181113 20181211 20190115 20190212 20190312 20190409 20190507 20190604 20190702 20190730 20190827 20190924,金,20180911 20180925 20181009 20181023 20181106 20181120 20181204 20181218 20190108 20190122 20190205 20190219 20190305 20190319 20190402 20190416 20190430 20190514 20190528 20190611 20190625 20190709 20190723 20190806 20190820 20190903 20190917,水
北区 新川西○条○丁目,札幌センター1,月 木,20180904 20181002 20181030 20181127 20190521 20190618 20190716 20190813 20190910,20180918 20181016 20181113 20181211 20190115 20190212 20190312 20190409 20190507 20190604 20190702 20190730 20190827 20190924,金,20180911 20180925 20181009 20181023 20181106 20181120 20181204 20181218 20190108 20190122 20190205 20190219 20190305 20190319 20190402 20190416 20190430 20190514 20190528 20190611 20190625 20190709 20190723 20190806 20190820 20190903 20190917,水
北区 新琴似1条～3条の12丁目・13丁目,札幌センター1,月 木,20180904 20181002 20181030 20181127 20190521 20190618 20190716 20190813 20190910,20180918 20181016 20181113 20181211 20190115 20190212 20190312 20190409 20190507 20190604 20190702 20190730 20190827 20190924,金,20180911 20180925 20181009 20181023 20181106 20181120 20181204 20181218 20190108 20190122 20190205 20190219 20190305 20190319 20190402 20190416 20190430 20190514 20190528 20190611 20190625 20190709 20190723 20190806 20190820 20190903 20190917,水
北区 新琴似4条～10条の12丁目～17丁目,札幌センター1,月 木,20180904 20181002 20181030 20181127 20190521 20190618 20190716 20190813 20190910,20180918 20181016 20181113 20181211 20190115 20190212 20190312 20190409 20190507 20190604 20190702 20190730 20190827 20190924,金,20180911 20180925 20181009 20181023 20181106 20181120 20181204 20181218 20190108 20190122 20190205 20190219 20190305 20190319 20190402 20190416 20190430 20190514 20190528 20190611 20190625 20190709 20190723 20190806 20190820 20190903 20190917,水
北区 新琴似11条・12条の14丁目～17丁目,札幌センター1,月 木,20180904 20181002 20181030 20181127 20190521 20190618 20190716 20190813 20190910,20180918 20181016 20181113 20181211 20190115 20190212 20190312 20190409 20190507 20190604 20190702 20190730 20190827 20190924,金,20180911 20180925 20181009 20181023 20181106 20181120 20181204 20181218 20190108 20190122 20190205 20190219 20190305 20190319 20190402 20190416 20190430 20190514 20190528 20190611 20190625 20190709 20190723 20190806 20190820 20190903 20190917,水
北区 新琴似町○番地,札幌センター1,月 木,20180904 20181002 20181030 20181127 20190521 20190618 20190716 20190813 20190910,20180918 20181016 20181113 20181211 20190115 20190212 20190312 20190409 20190507 20190604 20190702 20190730 20190827 20190924,金,20180911 20180925 20181009 20181023 20181106 20181120 20181204 20181218 20190108 20190122 20190205 20190219 20190305 20190319 20190402 20190416 20190430 20190514 20190528 20190611 20190625 20190709 20190723 20190806 20190820 20190903 20190917,水
北区 新琴似1条～10条の1丁目～11丁目,札幌センター1,月 木,20180907 20181005 20181102 20181130 20190524 20190621 20190719 20190816 20190913,20180921 20181019 20181116 20181214 20190118 20190215 20190315 20190412 20190510 20190607 20190705 20190802 20190830 20190927,水,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,火
北区 新琴似11条・12条の1丁目～13丁目,札幌センター1,月 木,20180907 20181005 20181102 20181130 20190524 20190621 20190719 20190816 20190913,20180921 20181019 20181116 20181214 20190118 20190215 20190315 20190412 20190510 20190607 20190705 20190802 20190830 20190927,水,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,火
北区 屯田○条○丁目,札幌センター1,火 金,20180903 20181001 20181029 20181126 20190513 20190610 20190708 20190805 20190902,20180917 20181015 20181112 20181210 20190107 20190204 20190304 20190401 20190429 20190527 20190624 20190722 20190819 20190916,水,20180910 20180924 20181008 20181022 20181105 20181119 20181203 20181217 20181231 20190114 20190128 20190211 20190225 20190311 20190325 20190408 20190422 20190506 20190520 20190603 20190617 20190701 20190715 20190729 20190812 20190826 20190909 20190923,木
北区 屯田町○番地,札幌センター1,火 金,20180903 20181001 20181029 20181126 20190513 20190610 20190708 20190805 20190902,20180917 20181015 20181112 20181210 20190107 20190204 20190304 20190401 20190429 20190527 20190624 20190722 20190819 20190916,水,20180910 20180924 20181008 20181022 20181105 20181119 20181203 20181217 20181231 20190114 20190128 20190211 20190225 20190311 20190325 20190408 20190422 20190506 20190520 20190603 20190617 20190701 20190715 20190729 20190812 20190826 20190909 20190923,木
北区 麻生町○丁目,札幌センター1,火 金,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
北区 北32条西13丁目,札幌センター1,火 金,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
北区 北33条西9丁目～12丁目,札幌センター1,火 金,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
北区 北34条～40条の西○丁目,札幌センター1,火 金,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
北区 太平○条○丁目,札幌センター1,火 金,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
北区 篠路町太平○番地,札幌センター1,火 金,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
北区 百合が原○丁目,札幌センター1,火 金,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
北区 篠路○条○丁目,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
北区 篠路町篠路○番地,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
北区 篠路町福移○番地,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
北区 篠路町上篠路○番地,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
北区 西茨戸○条○丁目、○番地,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
北区 東茨戸○条○丁目、○番地,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
北区 拓北○条○丁目,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
北区 篠路町拓北○番地,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
北区 あいの里○条○丁目,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
北区 南あいの里○丁目,札幌センター1,火 金,20180906 20181004 20181101 20181129 20190523 20190620 20190718 20190815 20190912,20180920 20181018 20181115 20181213 20190117 20190214 20190314 20190411 20190509 20190606 20190704 20190801 20190829 20190926,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
南区 澄川2条4丁目（12番～14番）,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 澄川2条5丁目,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 澄川3条4丁目（7番）,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 澄川3条5丁目・6丁目,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 澄川4条4丁目（1番18号～27号、2番～11番）,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 澄川4条5丁目～12丁目,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 澄川5条4丁目（1番・7番～9番）,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 澄川5条5丁目（1番～9番）,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 澄川5条6丁目（1番～8番）,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 澄川5条7丁目～13丁目,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 澄川6条7丁目～13丁目,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 澄川○番地,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 真駒内柏丘・東町・幸町・泉町・南町の○丁目,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
南区 石山○条○丁目、○番地（石山1条1丁目12-6パレス藻南公園を除く）,札幌センター1,月 木,20180911 20181009 20181106 20181204 20190528 20190625 20190723 20190820 20190917,20180925 20181023 20181120 20181218 20190122 20190219 20190319 20190416 20190514 20190611 20190709 20190806 20190903,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
南区 石山東○丁目,札幌センター1,月 木,20180911 20181009 20181106 20181204 20190528 20190625 20190723 20190820 20190917,20180925 20181023 20181120 20181218 20190122 20190219 20190319 20190416 20190514 20190611 20190709 20190806 20190903,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
南区 常盤○条○丁目、○番地,札幌センター1,月 木,20180911 20181009 20181106 20181204 20190528 20190625 20190723 20190820 20190917,20180925 20181023 20181120 20181218 20190122 20190219 20190319 20190416 20190514 20190611 20190709 20190806 20190903,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
南区 滝野○番地,札幌センター1,月 木,20180911 20181009 20181106 20181204 20190528 20190625 20190723 20190820 20190917,20180925 20181023 20181120 20181218 20190122 20190219 20190319 20190416 20190514 20190611 20190709 20190806 20190903,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
南区 真駒内○番地（自衛隊真駒内駐屯地を除く）,札幌センター1,月 木,20180911 20181009 20181106 20181204 20190528 20190625 20190723 20190820 20190917,20180925 20181023 20181120 20181218 20190122 20190219 20190319 20190416 20190514 20190611 20190709 20190806 20190903,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
南区 芸術の森○丁目,札幌センター1,月 木,20180911 20181009 20181106 20181204 20190528 20190625 20190723 20190820 20190917,20180925 20181023 20181120 20181218 20190122 20190219 20190319 20190416 20190514 20190611 20190709 20190806 20190903,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
南区 藤野○条○丁目、○番地,札幌センター1,月 木,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
南区 白川○番地,札幌センター1,月 木,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
南区 簾舞○条○丁目、○番地,札幌センター1,月 木,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
