地名,センター,燃やせるごみ・スプレー缶,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
中央区 南1条～3条の西20丁目～28丁目,札幌センター1,火 金,20180920 20181018 20181115 20190509 20190606 20190704 20190801 20190829 20190926,20180906 20181004 20181101 20181129 20181227 20190131 20190228 20190328 20190425 20190523 20190620 20190718 20190815 20190912,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
中央区 北1条・2条の西20丁目～28丁目,札幌センター1,火 金,20180920 20181018 20181115 20190509 20190606 20190704 20190801 20190829 20190926,20180906 20181004 20181101 20181129 20181227 20190131 20190228 20190328 20190425 20190523 20190620 20190718 20190815 20190912,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
中央区 北3条～11条の西21丁目～30丁目,札幌センター1,火 金,20180920 20181018 20181115 20190509 20190606 20190704 20190801 20190829 20190926,20180906 20181004 20181101 20181129 20181227 20190131 20190228 20190328 20190425 20190523 20190620 20190718 20190815 20190912,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
中央区 北12条西20丁目～23丁目,札幌センター1,火 金,20180920 20181018 20181115 20190509 20190606 20190704 20190801 20190829 20190926,20180906 20181004 20181101 20181129 20181227 20190131 20190228 20190328 20190425 20190523 20190620 20190718 20190815 20190912,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
中央区 北14条西20丁目,札幌センター1,火 金,20180920 20181018 20181115 20190509 20190606 20190704 20190801 20190829 20190926,20180906 20181004 20181101 20181129 20181227 20190131 20190228 20190328 20190425 20190523 20190620 20190718 20190815 20190912,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
中央区 宮の森・宮ヶ丘・盤渓,札幌センター1,火 金,20180920 20181018 20181115 20190509 20190606 20190704 20190801 20190829 20190926,20180906 20181004 20181101 20181129 20181227 20190131 20190228 20190328 20190425 20190523 20190620 20190718 20190815 20190912,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
中央区 円山西町（9丁目5番、6番を除く）,札幌センター1,火 金,20180920 20181018 20181115 20190509 20190606 20190704 20190801 20190829 20190926,20180906 20181004 20181101 20181129 20181227 20190131 20190228 20190328 20190425 20190523 20190620 20190718 20190815 20190912,月,20180913 20180927 20181011 20181025 20181108 20181122 20181206 20181220 20190110 20190124 20190207 20190221 20190307 20190321 20190404 20190418 20190502 20190516 20190530 20190613 20190627 20190711 20190725 20190808 20190822 20190905 20190919,水
中央区 大通西1丁目～19丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 大通東○丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 南○条東○丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 北○条東○丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 南1条・2条の西1丁目～19丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 南3条西1丁目～10丁目・13丁目～18丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 南3条西11丁目・12丁目（南3条通の北側のみ）,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 南4条西1丁目～6丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 南4条西7丁目～10丁目（南4条通の北側のみ）,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 南5条～8条の西1丁目～6丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 南9条西1丁目～3丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 南9条西4丁目～6丁目（南9条通の北側のみ）,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 南10条～15条の西1丁目～3丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 北1条西1丁目～9丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 北1条西10丁目～19丁目（北1条通の南側のみ）,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 北2条～4条の西1丁目～7丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 北5条西1丁目～8丁目,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
中央区 中島公園,札幌センター1,火 金,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,木,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,月
厚別区 厚別西○条○丁目、○番地,札幌センター1,月 木,20180928 20181026 20181123 20190517 20190614 20190712 20190809 20190906,20180914 20181012 20181109 20181207 20190111 20190208 20190308 20190405 20190503 20190531 20190628 20190726 20190823 20190920,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
厚別区 厚別北○条○丁目,札幌センター1,月 木,20180928 20181026 20181123 20190517 20190614 20190712 20190809 20190906,20180914 20181012 20181109 20181207 20190111 20190208 20190308 20190405 20190503 20190531 20190628 20190726 20190823 20190920,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
厚別区 厚別町山本○番地,札幌センター1,月 木,20180928 20181026 20181123 20190517 20190614 20190712 20190809 20190906,20180914 20181012 20181109 20181207 20190111 20190208 20190308 20190405 20190503 20190531 20190628 20190726 20190823 20190920,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
厚別区 厚別町小野幌○番地（JR函館本線の北側）,札幌センター1,月 木,20180928 20181026 20181123 20190517 20190614 20190712 20190809 20190906,20180914 20181012 20181109 20181207 20190111 20190208 20190308 20190405 20190503 20190531 20190628 20190726 20190823 20190920,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
厚別区 厚別中央1条1丁目～4丁目、7丁目,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,火,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,金
厚別区 厚別中央2条～5条の○丁目,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,火,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,金
厚別区 青葉町11丁目・12丁目、14丁目～16丁目,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,火,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,金
厚別区 厚別南○丁目,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
厚別区 上野幌○条○丁目,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
厚別区 厚別町上野幌○番地,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
厚別区 大谷地西○丁目、東○丁目,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
厚別区 青葉町1丁目～10丁目、13丁目,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
厚別区 厚別中央1条5丁目・6丁目,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
厚別区 厚別東○条○丁目,札幌センター1,月 木,20180925 20181023 20181120 20190514 20190611 20190709 20190806 20190903,20180911 20181009 20181106 20181204 20190108 20190205 20190305 20190402 20190430 20190528 20190625 20190723 20190820 20190917,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
厚別区 厚別町下野幌○番地,札幌センター1,月 木,20180925 20181023 20181120 20190514 20190611 20190709 20190806 20190903,20180911 20181009 20181106 20181204 20190108 20190205 20190305 20190402 20190430 20190528 20190625 20190723 20190820 20190917,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
厚別区 もみじ台東・西・南・北の○丁目,札幌センター1,月 木,20180925 20181023 20181120 20190514 20190611 20190709 20190806 20190903,20180911 20181009 20181106 20181204 20190108 20190205 20190305 20190402 20190430 20190528 20190625 20190723 20190820 20190917,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
厚別区 厚別町小野幌○番地（JR函館本線の南側）,札幌センター1,月 木,20180925 20181023 20181120 20190514 20190611 20190709 20190806 20190903,20180911 20181009 20181106 20181204 20190108 20190205 20190305 20190402 20190430 20190528 20190625 20190723 20190820 20190917,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
厚別区 下野幌テクノパーク○丁目,札幌センター1,月 木,20180925 20181023 20181120 20190514 20190611 20190709 20190806 20190903,20180911 20181009 20181106 20181204 20190108 20190205 20190305 20190402 20190430 20190528 20190625 20190723 20190820 20190917,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
白石区 中央○条○丁目,札幌センター1,火 金,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,月,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,木
白石区 本通1丁目～14丁目（南北）,札幌センター1,火 金,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,月,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,木
白石区 平和通1丁目～14丁目（南北）,札幌センター1,火 金,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,月,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,木
白石区 本郷通1丁目～13丁目（南北）,札幌センター1,火 金,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,月,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,木
白石区 南郷通1丁目～14丁目（南北）,札幌センター1,火 金,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,月,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,木
白石区 栄通1丁目～14丁目,札幌センター1,火 金,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,月,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,木
白石区 北郷○条○丁目、○番地,札幌センター1,火 金,20180924 20181022 20181119 20190506 20190603 20190701 20190729 20190826 20190923,20180910 20181008 20181105 20181203 20181231 20190128 20190225 20190325 20190422 20190520 20190617 20190715 20190812 20190909,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
白石区 川北○条○丁目、○番地,札幌センター1,火 金,20180924 20181022 20181119 20190506 20190603 20190701 20190729 20190826 20190923,20180910 20181008 20181105 20181203 20181231 20190128 20190225 20190325 20190422 20190520 20190617 20190715 20190812 20190909,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
白石区 川下○条○丁目、○番地,札幌センター1,火 金,20180924 20181022 20181119 20190506 20190603 20190701 20190729 20190826 20190923,20180910 20181008 20181105 20181203 20181231 20190128 20190225 20190325 20190422 20190520 20190617 20190715 20190812 20190909,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
白石区 菊水元町○条○丁目,札幌センター1,火 金,20180924 20181022 20181119 20190506 20190603 20190701 20190729 20190826 20190923,20180910 20181008 20181105 20181203 20181231 20190128 20190225 20190325 20190422 20190520 20190617 20190715 20190812 20190909,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
白石区 東米里○番地,札幌センター1,火 金,20180924 20181022 20181119 20190506 20190603 20190701 20190729 20190826 20190923,20180910 20181008 20181105 20181203 20181231 20190128 20190225 20190325 20190422 20190520 20190617 20190715 20190812 20190909,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
白石区 米里○条○丁目,札幌センター1,火 金,20180924 20181022 20181119 20190506 20190603 20190701 20190729 20190826 20190923,20180910 20181008 20181105 20181203 20181231 20190128 20190225 20190325 20190422 20190520 20190617 20190715 20190812 20190909,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
白石区 東札幌○条○丁目,札幌センター1,火 金,20180927 20181025 20181122 20190516 20190613 20190711 20190808 20190905,20180913 20181011 20181108 20181206 20190110 20190207 20190307 20190404 20190502 20190530 20190627 20190725 20190822 20190919,水,20180906 20180920 20181004 20181018 20181101 20181115 20181129 20181213 20181227 20190117 20190131 20190214 20190228 20190314 20190328 20190411 20190425 20190509 20190523 20190606 20190620 20190704 20190718 20190801 20190815 20190829 20190912 20190926,月
白石区 菊水○条○丁目,札幌センター1,火 金,20180927 20181025 20181122 20190516 20190613 20190711 20190808 20190905,20180913 20181011 20181108 20181206 20190110 20190207 20190307 20190404 20190502 20190530 20190627 20190725 20190822 20190919,水,20180906 20180920 20181004 20181018 20181101 20181115 20181129 20181213 20181227 20190117 20190131 20190214 20190228 20190314 20190328 20190411 20190425 20190509 20190523 20190606 20190620 20190704 20190718 20190801 20190815 20190829 20190912 20190926,月
白石区 菊水上町○条○丁目,札幌センター1,火 金,20180927 20181025 20181122 20190516 20190613 20190711 20190808 20190905,20180913 20181011 20181108 20181206 20190110 20190207 20190307 20190404 20190502 20190530 20190627 20190725 20190822 20190919,水,20180906 20180920 20181004 20181018 20181101 20181115 20181129 20181213 20181227 20190117 20190131 20190214 20190228 20190314 20190328 20190411 20190425 20190509 20190523 20190606 20190620 20190704 20190718 20190801 20190815 20190829 20190912 20190926,月
白石区 本通15丁目～21丁目（南北）,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
